vOTU,Virulent,Temperate,provirus,completeness,checkv_quality,lifestyle,lifestyle_prediction_method
080913_2_rerun_k141_2384052,0.9900568676815045,0.009943132318495394,No,2.66,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2384362,0.8118782016546146,0.1881217983453865,No,4.56,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2388008,0.8118782016546146,0.1881217983453865,No,12.58,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2388642,0.8100797543273679,0.18992024567263308,No,4.5,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2389665,0.8118782016546146,0.1881217983453865,No,6.39,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2390955,0,1,No,NA,Not-determined,lysogenic,bacphlip
080913_2_rerun_k141_2391665,0.8118782016546146,0.1881217983453865,No,1.45,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2394312,0.8118782016546146,0.1881217983453865,No,7.28,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2396286,0.9272434296767467,0.07275657032325343,No,7.06,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2401633,0.8118782016546146,0.1881217983453865,No,9.56,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2404208,0.8118782016546146,0.1881217983453865,No,4.17,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2404541,0.910022026431718,0.08997797356828194,No,7.13,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2405048,0.7452643171806168,0.25473568281938325,No,NA,Not-determined,unclear,Not-determined
080913_2_rerun_k141_2405444,0.9107929515418502,0.08920704845814986,No,4.52,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2405457,0.8118782016546146,0.1881217983453865,No,4.17,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2408584,0.9430066079295152,0.056993392070484594,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2409101,0.8118782016546146,0.1881217983453865,No,4.84,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2410772|provirus_51709_60765,0,1,No,56.07,Medium-quality,lysogenic,bacphlip
080913_2_rerun_k141_2411194,0.8314817258836891,0.16851827411631154,No,7.5,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2411969,0.8118782016546146,0.1881217983453865,No,3.04,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2412448,0.8118782016546146,0.1881217983453865,Yes,5.57,Low-quality,lysogenic,checkv
080913_2_rerun_k141_2413190,0.7300118849743705,0.26998811502562964,No,38.11,Low-quality,unclear,Not-determined
080913_2_rerun_k141_2413605,0.8118782016546146,0.1881217983453865,No,3.4,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2415920,0.0625,0.9375,No,37.64,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2416611,0.7728524229074891,0.22714757709251102,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2417516,0.9972986238568456,0.002701376143154288,No,7.41,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2418790,0.8428790579388789,0.1571209420611216,No,3.41,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2420049,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2425989,0.9963243685183041,0.003675631481695707,No,6.58,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2426856,0.8118782016546146,0.1881217983453865,No,7.22,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2426886,0.8803964757709253,0.11960352422907494,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2429085,0.8118782016546146,0.1881217983453865,No,4.53,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2439565,0.8118782016546146,0.1881217983453865,No,5.29,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2440676,0.8118782016546146,0.1881217983453865,No,0.93,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_244438,0.6,0.4,No,NA,Not-determined,unclear,Not-determined
080913_2_rerun_k141_2446499,0.0375,0.9625,No,6.91,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2448107,0.8557515720391351,0.14424842796086537,No,2.81,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_244821,0.8118782016546146,0.1881217983453865,No,8.71,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_244924,0.8118782016546146,0.1881217983453865,No,7.15,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_244976,0.8118782016546146,0.1881217983453865,No,4.18,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_24521|provirus_15253_47209,0.0375,0.9625,No,87.19,Medium-quality,lysogenic,bacphlip
080913_2_rerun_k141_2456014,0.8118782016546146,0.1881217983453865,Yes,6.36,Low-quality,lysogenic,checkv
080913_2_rerun_k141_2458522,0.8118782016546146,0.1881217983453865,No,2.97,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2459215,1,0,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_24599,0.7801973201466772,0.21980267985332375,No,2.89,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2460272,0.8362407930380643,0.16375920696193652,No,9.51,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2460707,0.7015431965791714,0.2984568034208287,No,8.06,Low-quality,unclear,Not-determined
080913_2_rerun_k141_246235,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2463700,0,1,No,4.46,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_24663,0.7801973201466772,0.21980267985332375,No,7.72,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2466619,0.9974907883863505,0.002509211613649579,No,11.14,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2472367,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2474915,0.8529051500704998,0.14709484992950092,No,5.5,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2478685,0.7525881057268723,0.24741189427312774,No,43.4,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2486982,0.9718791193933999,0.028120880606600045,No,6.52,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2487967,0.8118782016546146,0.1881217983453865,No,9.69,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2488045,0.8118782016546146,0.1881217983453865,No,10.63,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2491173,0.8338669542239673,0.16613304577603344,No,18.79,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_249167,0.776667577410657,0.22333242258934374,No,0.62,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_249220,0.9876101321585903,0.012389867841409693,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2493438,0.724694777917064,0.2753052220829365,No,11.71,Low-quality,unclear,Not-determined
080913_2_rerun_k141_2497205,0.9886815620580329,0.011318437941967277,No,3.79,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2498096,0.92318281938326,0.07681718061674014,No,11.16,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2499816,1,0,No,3.32,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2501428,0.9224907883863505,0.07750921161364957,No,6.2,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2503402,0.8300660792951542,0.16993392070484584,No,79.09,Medium-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2506168,0.525,0.475,No,2.22,Low-quality,unclear,Not-determined
080913_2_rerun_k141_2506883,0.8944603792066363,0.10553962079336379,No,6.53,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2519417,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2525942,0.988037727577504,0.01196227242249624,No,7.56,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2531804,0.9404185022026432,0.05958149779735683,No,9.01,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2533418,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_253785,0.8118782016546146,0.1881217983453865,No,4.13,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2540213,0.9727422907488986,0.027257709251101325,No,4.97,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2541382,1,0,No,5.05,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2541855,0.9320112779837082,0.06798872201629169,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2545166,0.8118782016546146,0.1881217983453865,No,3.25,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_254675|provirus_228_15721,0,1,No,100,High-quality,lysogenic,bacphlip
080913_2_rerun_k141_2547477,0.8118782016546146,0.1881217983453865,No,5.26,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2547641,0.8118782016546146,0.1881217983453865,No,4.47,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2547790,0.7844892515519905,0.21551074844800971,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2548642,0.95,0.05,No,5.16,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2550199,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2550982,0.833642236191648,0.16635776380835274,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2559780,0.9972986238568456,0.002701376143154288,No,7.48,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2560148,0.7726321585903084,0.22736784140969163,No,27.99,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2563188,0.55,0.45,No,52.64,Medium-quality,unclear,Not-determined
080913_2_rerun_k141_2565362,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2567736,0.796679963769152,0.203320036230849,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2567766,0.9851321585903083,0.014867841409691631,Yes,2.91,Low-quality,lysogenic,checkv
080913_2_rerun_k141_2568787,0.8118782016546146,0.1881217983453865,No,1.2,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2575152,0.985005930576337,0.014994069423662984,No,3.28,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2587263,0.8118782016546146,0.1881217983453865,No,3.93,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2589145,0.8338669542239673,0.16613304577603344,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2591345,0.8118782016546146,0.1881217983453865,No,0.21,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2596046,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2597527,0.944168962097659,0.05583103790234106,No,5.56,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2601438,0.9168794290555962,0.08312057094440387,No,5.47,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2605825,0.8118782016546146,0.1881217983453865,No,7.23,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2610462,0.8118782016546146,0.1881217983453865,No,8.91,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_261105,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2617652,0.8771999238308108,0.1228000761691896,No,1.99,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2620617,0.8118782016546146,0.1881217983453865,No,4.05,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2623615,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2625651,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2626632,0.8626353309336666,0.13736466906633385,No,7.12,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2627398,1,0,No,7.78,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_262789,0.0625,0.9375,No,NA,Not-determined,lysogenic,bacphlip
080913_2_rerun_k141_2628527,0.8125,0.1875,No,2.98,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2628582,0.2375,0.7625,No,NA,Not-determined,lysogenic,bacphlip
080913_2_rerun_k141_2630039|provirus_2_26838,0.8440918580422796,0.15590814195772124,No,71.33,Medium-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2630788,0.8118782016546146,0.1881217983453865,No,5.37,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2637611,0.8118782016546146,0.1881217983453865,No,8.28,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2638726,0.8118782016546146,0.1881217983453865,No,2.06,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2643434,0.8118782016546146,0.1881217983453865,No,1.79,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2644326,0.8118782016546146,0.1881217983453865,No,5.81,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2645346,0.8287014312450708,0.17129856875493005,No,3.36,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2645653,0.8118782016546146,0.1881217983453865,No,6.09,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2653860,0.8118782016546146,0.1881217983453865,No,9.27,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2653867,0.8925660792951543,0.10743392070484581,No,2.26,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2655993,0.8118782016546146,0.1881217983453865,No,1.66,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2656465,0.9972986238568456,0.002701376143154288,No,6.97,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_265702,0.6575999907012428,0.3424000092987573,No,8.69,Low-quality,unclear,Not-determined
080913_2_rerun_k141_2658401,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2664794,0.988037727577504,0.01196227242249624,No,5.39,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2665631,0.9260484736240262,0.07395152637597387,No,2.23,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2666585,0.8118782016546146,0.1881217983453865,No,9.19,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2679505,0.8118782016546146,0.1881217983453865,No,1.31,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2679714,0.7926762114537446,0.2073237885462555,No,6.65,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2683735,0.9602261948935176,0.03977380510648237,No,7.52,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2683832,0.8118782016546146,0.1881217983453865,No,6.89,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2684595,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2688668,0.8118782016546146,0.1881217983453865,No,5.71,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2688947,0.8338669542239673,0.16613304577603344,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2692459,0.776667577410657,0.22333242258934374,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2694901,0.9752202643171805,0.024779735682819385,No,2.85,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2697155,0.895044052863436,0.10495594713656389,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2704931,0,1,No,12.57,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_270501,0.895484581497797,0.10451541850220272,No,5.93,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2706935,0.05,0.95,No,NA,Not-determined,lysogenic,bacphlip
080913_2_rerun_k141_2708782,1,0,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2710347,0.8625,0.1375,No,7.92,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2712320,0.8636761499992234,0.136323850000777,No,3.55,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2714484,0.8118782016546146,0.1881217983453865,No,8.57,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2716894,0.972505930576337,0.027494069423662986,No,11.51,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2718396,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2718855,0.8363170653598774,0.16368293464012354,No,3.67,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2719284,0.8338669542239673,0.16613304577603344,No,7.78,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2719525,0.9664785535403304,0.03352144645966927,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2720556,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2723618,0,1,No,26.76,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2726617,0.8336311192572265,0.16636888074277426,No,4.03,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2729232,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2729828,0.9375,0.0625,No,7.9,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2729939,0.972522026431718,0.027477973568281938,No,10.05,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2731505,0.8386133255181984,0.16138667448180227,Yes,0.93,Low-quality,lysogenic,checkv
080913_2_rerun_k141_2732416,0.8118782016546146,0.1881217983453865,No,7.08,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2733802,0.8482622124791203,0.15173778752088038,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2741098,0.8118782016546146,0.1881217983453865,No,5.84,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2744562,0.9876101321585903,0.012389867841409693,No,38.76,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2746997,0.986381236199809,0.013618763800191103,No,6.1,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2749531,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2751060,0.8791455509789389,0.12085444902106184,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_275374,0.9540574476535536,0.045942552346446605,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2758055,0.8118782016546146,0.1881217983453865,No,10.58,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2760113,0.8642410903665297,0.13575890963347068,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2762459,0,1,No,20.3,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2766903|provirus_248249_264685,0.8443326719299797,0.15566732807002084,No,20.7,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2767470,0.8118782016546146,0.1881217983453865,No,6.51,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2768096,0.8800312501502798,0.11996874984972046,No,4.67,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2768444,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_276847,0.8118782016546146,0.1881217983453865,No,8.86,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2771263,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2772485,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2775250,0.025,0.975,No,9.97,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2778932,0.85656349662727,0.14343650337273045,No,4.36,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_278440,0.8806952057417549,0.11930479425824539,No,8.43,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2784925,0.9849907883863505,0.015009211613649579,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_278786,0.8118782016546146,0.1881217983453865,No,1.55,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2795685,0.8118782016546146,0.1881217983453865,No,7.17,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2804316,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2804648,0.8118782016546146,0.1881217983453865,Yes,10.36,Low-quality,lysogenic,checkv
080913_2_rerun_k141_2806875,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2808334,0.9107929515418502,0.08920704845814986,No,4.58,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2809571|provirus_1_9543,0.7725220264317181,0.22747797356828192,No,20.69,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2812149,0.8118782016546146,0.1881217983453865,No,2.36,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_281228,0.9977933468119907,0.0022066531880091693,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2814535,0.8875,0.1125,No,6.04,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2819262,0.8118782016546146,0.1881217983453865,No,8.71,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2822024,0.931779094256249,0.06822090574375078,No,11.14,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_282210,0.8636761499992234,0.136323850000777,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_282396,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2824817,0.9330666382509533,0.06693336174904671,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2825803,0.8112804461571599,0.18871955384284078,No,6.87,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2825878,0,1,No,NA,Not-determined,lysogenic,bacphlip
080913_2_rerun_k141_2832695,0,1,No,NA,Not-determined,lysogenic,bacphlip
080913_2_rerun_k141_2833561,0.8118782016546146,0.1881217983453865,No,1.41,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2834534,0.8516220906923941,0.14837790930760614,No,5.24,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2841011|provirus_5927_37107,0.0125,0.9875,No,91.66,High-quality,lysogenic,bacphlip
080913_2_rerun_k141_2844646,0.8118782016546146,0.1881217983453865,No,7.34,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2852555,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2853368,0.8118782016546146,0.1881217983453865,No,3.16,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_285506,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2856100,0.8118782016546146,0.1881217983453865,No,1.7,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_285758,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2861899,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2863289,0.8800312501502798,0.11996874984972046,No,6.77,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2867344,0.075,0.925,Yes,1.77,Low-quality,lysogenic,checkv & bacphlip
080913_2_rerun_k141_2868094,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2876178,0.8118782016546146,0.1881217983453865,No,2.17,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2881347,0.8287014312450708,0.17129856875493005,No,6.07,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2882467,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2884483,0.8118782016546146,0.1881217983453865,No,3.12,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2884517,0.8751101321585903,0.1248898678414097,No,6.2,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2886506|provirus_135384_161091,0,1,Yes,53.36,Medium-quality,lysogenic,checkv & bacphlip
080913_2_rerun_k141_288881,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2890329|provirus_66063_77357,0.2125,0.7875,No,22.67,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2893722,0.0125,0.9875,No,20.52,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2895154,0.7051762114537447,0.2948237885462555,No,5.49,Low-quality,unclear,Not-determined
080913_2_rerun_k141_2895162,0.0125,0.9875,No,4.86,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2895912,0.8951042136871653,0.1048957863128348,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2898466,0.964110712130639,0.03588928786936091,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2900328,0.8599646694710013,0.14003533052899922,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2902427,0.2375,0.7625,No,5.42,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2908107,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2911220,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2913957,0.7878303964757711,0.21216960352422903,No,39.74,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2914227,0.9616368286445013,0.03836317135549872,No,16.15,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2915430,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2916013,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2917513,0.0625,0.9375,No,8.97,Low-quality,lysogenic,bacphlip
080913_2_rerun_k141_2919072,0.9125,0.0875,No,NA,Not-determined,lytic,checkv & bacphlip
080913_2_rerun_k141_2922497,0.7511133255181985,0.24888667448180207,No,7.32,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2924839,0.8118782016546146,0.1881217983453865,No,8.18,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2924844,0.8118782016546146,0.1881217983453865,No,2.04,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2929343,0.7603524229074892,0.239647577092511,No,24.98,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2935751,0.8118782016546146,0.1881217983453865,No,8.69,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2937148,0.8118782016546146,0.1881217983453865,Yes,2.02,Low-quality,lysogenic,checkv
080913_2_rerun_k141_2940258,0.9107929515418502,0.08920704845814986,No,6.63,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2946431,0.8894205590358905,0.11057944096410985,No,6.52,Low-quality,lytic,checkv & bacphlip
080913_2_rerun_k141_2951061,0.997522026431718,0.0024779735682819385,No,2.83,Low-quality,lytic,checkv & bacphlip
