contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
080913_2_rerun_k141_2409101	2878	No	NA	4	3	0	Low-quality	Genome-fragment	4.84	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000803	6912	No	NA	11	5	0	Low-quality	Genome-fragment	16.58	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000431	9514	No	NA	19	2	0	Low-quality	Genome-fragment	19.59	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_671206	2896	No	NA	1	1	0	Low-quality	Genome-fragment	4.74	HMM-based (lower-bound)	0.0	1.0	
raw-080913-2_rerun_bin_205_k141_236813	3553	No	NA	10	6	0	Low-quality	Genome-fragment	6.28	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000538	19325	No	NA	24	20	0	Low-quality	Genome-fragment	46.14	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000475	7836	Yes	3106	13	3	2	Low-quality	Genome-fragment	4.08	HMM-based (lower-bound)	60.36	1.0	
080913_2_rerun_k141_2193628	3437	No	NA	2	1	0	Low-quality	Genome-fragment	0.27	HMM-based (lower-bound)	0.0	1.01	
cn_080913_2_rerun_000000000313	44011	No	NA	79	44	0	High-quality	High-quality	90.03	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000492	10501	No	NA	27	4	0	Low-quality	Genome-fragment	24.08	AAI-based (medium-confidence)	0.0	1.02	
080913_2_rerun_k141_2628527	20814	No	NA	14	1	2	Low-quality	Genome-fragment	2.98	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2628582	3436	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_454750	10592	No	NA	15	4	0	Low-quality	Genome-fragment	18.04	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1108709	2690	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.05	no viral genes detected; low-confidence DTR
080913_2_rerun_k141_2194228	8009	No	NA	13	1	0	Low-quality	Genome-fragment	15.04	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_18939	3859	No	NA	6	2	0	Low-quality	Genome-fragment	2.35	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1328189	3204	No	NA	11	0	0	Low-quality	Genome-fragment	7.64	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000500	5867	No	NA	10	6	0	Low-quality	Genome-fragment	13.28	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000601	25081	No	NA	31	10	0	Medium-quality	Genome-fragment	54.19	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1977340	3011	No	NA	3	3	0	Low-quality	Genome-fragment	6.32	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1977367	4619	No	NA	6	3	0	Low-quality	Genome-fragment	7.17	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3063800	4769	No	NA	6	1	0	Low-quality	Genome-fragment	8.92	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000074	111348	No	NA	123	6	4	High-quality	High-quality	96.03	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_238395	3841	No	NA	4	2	0	Low-quality	Genome-fragment	8.47	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2195068	3512	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000472	20436	No	NA	21	13	0	Low-quality	Genome-fragment	35.16	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1977797	2936	No	NA	1	1	0	Low-quality	Genome-fragment	6.51	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_19888	2630	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2411194	3179	No	NA	9	4	0	Low-quality	Genome-fragment	7.5	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000125	8563	No	NA	14	6	0	Low-quality	Genome-fragment	18.48	AAI-based (high-confidence)	0.0	1.0	
raw-080913-2_rerun_bin_4_k141_2847747	6504	No	NA	8	1	0	Low-quality	Genome-fragment	1.39	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000328	5998	No	NA	8	5	0	Low-quality	Genome-fragment	4.66	HMM-based (lower-bound)	0.0	1.01	
080913_2_rerun_k141_893032	5119	No	NA	6	0	1	Low-quality	Genome-fragment	8.41	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000199	5218	No	NA	5	2	0	Low-quality	Genome-fragment	5.57	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2411969	4938	No	NA	6	2	0	Low-quality	Genome-fragment	3.04	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_893145	2723	No	NA	3	1	0	Low-quality	Genome-fragment	3.75	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000223	6758	No	NA	10	5	0	Low-quality	Genome-fragment	9.43	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1111043	4448	No	NA	7	2	0	Low-quality	Genome-fragment	6.51	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1544040	5370	No	NA	8	2	0	Low-quality	Genome-fragment	5.82	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2412448	4096	Yes	2864	5	1	1	Low-quality	Genome-fragment	5.57	AAI-based (medium-confidence)	30.08	1.0	
080913_2_rerun_k141_2630788	2818	No	NA	5	4	0	Low-quality	Genome-fragment	5.37	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000198	12161	No	NA	19	5	0	Low-quality	Genome-fragment	43.33	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000609	24680	No	NA	26	4	0	Low-quality	Genome-fragment	17.87	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_21082	3860	No	NA	4	2	0	Low-quality	Genome-fragment	9.78	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1544477	2923	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000594	17754	No	NA	22	3	0	Low-quality	Genome-fragment	28.69	AAI-based (high-confidence)	0.0	1.0	
raw-080913-2_rerun_bin_138_k141_458042	7271	No	NA	3	0	1	Low-quality	Genome-fragment	2.81	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
080913_2_rerun_k141_1330226	4269	No	NA	5	5	0	Low-quality	Genome-fragment	8.25	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000523	8408	No	NA	15	12	0	Low-quality	Genome-fragment	18.34	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_2413190	2776	No	NA	2	1	0	Low-quality	Genome-fragment	38.11	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1761891	4282	No	NA	6	2	0	Low-quality	Genome-fragment	2.43	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2413605	2865	No	NA	6	2	0	Low-quality	Genome-fragment	3.4	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1979934	3324	No	NA	7	4	0	Low-quality	Genome-fragment	9.28	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_3066496	3383	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
cn_080913_2_rerun_000000000283	5563	Yes	5431	9	2	1	Low-quality	Genome-fragment	6.33	HMM-based (lower-bound)	2.37	1.0	
080913_2_rerun_k141_676114	2531	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000394	65483	Yes	54326	58	11	9	Low-quality	Genome-fragment	48.47	HMM-based (lower-bound)	17.04	1.0	
cn_080913_2_rerun_000000000015	8461	No	NA	8	4	0	Low-quality	Genome-fragment	18.72	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_3283847	3271	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1762769	3438	No	NA	6	3	0	Low-quality	Genome-fragment	8.01	AAI-based (medium-confidence)	0.0	1.0	
raw-080913-2_rerun_bin_131_k141_459132	2908	Yes	2433	5	1	1	Low-quality	Genome-fragment	5.57	HMM-based (lower-bound)	16.33	1.0	
cn_080913_2_rerun_000000000722	29547	No	NA	35	3	0	Low-quality	Genome-fragment	17.7	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1331879	6560	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected; low-confidence DTR
080913_2_rerun_k141_22511	2828	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000479	23560	No	NA	35	27	0	Medium-quality	Genome-fragment	52.97	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_2198416	2906	No	NA	7	2	0	Low-quality	Genome-fragment	2.91	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000382	11201	No	NA	16	12	0	Low-quality	Genome-fragment	23.99	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_459937	6595	No	NA	6	0	1	Low-quality	Genome-fragment	9.93	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1981257	4946	Yes	4571	8	1	1	Low-quality	Genome-fragment	2.47	HMM-based (lower-bound)	7.58	1.0	
080913_2_rerun_k141_677276	3752	No	NA	7	3	0	Low-quality	Genome-fragment	7.56	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000604	5059	No	NA	9	6	0	Low-quality	Genome-fragment	10.68	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_677533	2591	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080913-2_rerun_bin_138_k141_460252	3689	No	NA	3	1	0	Low-quality	Genome-fragment	1.26	AAI-based (high-confidence)	0.0	1.01	
cn_080913_2_rerun_000000000718	14259	No	NA	12	3	0	Low-quality	Genome-fragment	16.25	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000193	12782	No	NA	12	3	0	Low-quality	Genome-fragment	9.82	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3068576	2683	No	NA	8	0	1	Low-quality	Genome-fragment	3.03	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
raw-080913-2_rerun_bin_131_k141_3068761	3141	No	NA	5	1	0	Low-quality	Genome-fragment	7.19	HMM-based (lower-bound)	0.0	1.0	
raw-080913-2_rerun_bin_131_k141_23837	9180	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1547966	2711	No	NA	4	1	0	Low-quality	Genome-fragment	2.5	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3285958	43283	No	NA	60	3	3	Low-quality	Genome-fragment	27.29	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000246	5161	No	NA	10	5	0	Low-quality	Genome-fragment	12.64	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2415920	16470	No	NA	18	3	1	Low-quality	Genome-fragment	37.64	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1548351	4019	No	NA	8	4	0	Low-quality	Genome-fragment	2.69	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2852555	4062	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
cn_080913_2_rerun_000000000439	22245	No	NA	25	15	1	Medium-quality	Genome-fragment	73.76	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000747	8614	No	NA	16	8	1	Low-quality	Genome-fragment	20.25	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000485	7658	No	NA	13	10	0	Low-quality	Genome-fragment	18.62	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1983004	3074	No	NA	1	0	1	Low-quality	Genome-fragment	2.87	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2416611	3721	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1765123	19559	No	NA	11	2	0	Low-quality	Genome-fragment	12.33	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_24599	2555	No	NA	7	3	0	Low-quality	Genome-fragment	2.89	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_462312	2534	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_24663	3105	No	NA	8	0	0	Low-quality	Genome-fragment	7.72	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
raw-080913-2_rerun_bin_177_k141_243484	59796	No	NA	57	1	1	Low-quality	Genome-fragment	29.4	HMM-based (lower-bound)	0.0	1.01	
080913_2_rerun_k141_3287059	2972	No	NA	5	4	0	Low-quality	Genome-fragment	7.79	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1334395	4755	No	NA	2	1	0	Low-quality	Genome-fragment	0.61	HMM-based (lower-bound)	0.0	1.02	
cn_080913_2_rerun_000000000457	19339	No	NA	25	15	0	Low-quality	Genome-fragment	49.93	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_3287189	3002	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_679662	3284	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.04	no viral genes detected
080913_2_rerun_k141_2417516	2671	No	NA	5	4	0	Low-quality	Genome-fragment	7.41	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_2853368	2998	No	NA	6	2	0	Low-quality	Genome-fragment	3.16	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1115537	2572	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_244438	3086	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2202204	3117	No	NA	6	2	0	Low-quality	Genome-fragment	8.25	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1549909	17395	Yes	8872	7	1	1	Low-quality	Genome-fragment	0.72	HMM-based (lower-bound)	49.0	1.02	
080913_2_rerun_k141_1549937	4239	No	NA	5	3	0	Low-quality	Genome-fragment	25.64	AAI-based (medium-confidence)	0.0	1.0	
raw-080813-7-mc_raw-080813-7-mc_bin_2_k141_680753	3865	No	NA	7	4	0	Low-quality	Genome-fragment	8.18	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_244821	3686	No	NA	8	2	0	Low-quality	Genome-fragment	8.71	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_244924	2686	No	NA	5	2	0	Low-quality	Genome-fragment	7.15	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_244976	2712	No	NA	3	2	0	Low-quality	Genome-fragment	4.18	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_2418790	2516	No	NA	3	2	0	Low-quality	Genome-fragment	3.41	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_681150	4759	No	NA	9	2	0	Low-quality	Genome-fragment	4.46	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1336121	3958	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080913-2_rerun_bin_157_k141_1116838	4812	No	NA	10	1	0	Low-quality	Genome-fragment	8.48	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_464827	3497	No	NA	11	3	0	Low-quality	Genome-fragment	8.23	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2203529	4216	No	NA	7	1	0	Low-quality	Genome-fragment	4.65	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_246235	2877	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1117422	2941	No	NA	7	0	0	Low-quality	Genome-fragment	6.6	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000344	14124	No	NA	26	15	0	Low-quality	Genome-fragment	35.3	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1551527	4320	No	NA	6	2	0	Low-quality	Genome-fragment	5.35	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000650	19393	No	NA	22	18	0	Medium-quality	Genome-fragment	52.37	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2420049	2655	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3290404	3978	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1118306	5198	No	NA	7	0	1	Low-quality	Genome-fragment	6.0	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2204537	2904	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000443	5413	No	NA	8	4	0	Low-quality	Genome-fragment	11.5	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_2856100	2770	No	NA	10	1	0	Low-quality	Genome-fragment	1.7	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3290711	2528	No	NA	5	0	0	Low-quality	Genome-fragment	3.52	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000586	34327	No	NA	36	10	0	Low-quality	Genome-fragment	39.59	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000799	5753	No	NA	8	2	0	Low-quality	Genome-fragment	7.8	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000772	22712	No	NA	31	20	1	Medium-quality	Genome-fragment	56.04	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000408	11827	Yes	10735	21	5	2	Low-quality	Genome-fragment	20.81	AAI-based (medium-confidence)	9.23	1.0	
080913_2_rerun_k141_2637611	3634	No	NA	6	0	0	Low-quality	Genome-fragment	8.28	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1987420	2632	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3291660	4062	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
raw-080913-2_rerun_bin_184_k141_247907	2807	No	NA	4	0	1	Low-quality	Genome-fragment	8.51	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1338642	3436	No	NA	6	4	0	Low-quality	Genome-fragment	5.58	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1338654	2939	No	NA	5	4	0	Low-quality	Genome-fragment	4.01	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1769319	3858	No	NA	5	3	0	Low-quality	Genome-fragment	9.73	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1769608	2842	No	NA	2	0	0	Low-quality	Genome-fragment	5.55	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000221	7982	No	NA	8	3	0	Low-quality	Genome-fragment	11.17	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1339480	4153	No	NA	9	6	0	Low-quality	Genome-fragment	7.02	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1770093	3030	No	NA	7	6	0	Low-quality	Genome-fragment	6.04	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_2638726	4635	No	NA	8	1	0	Low-quality	Genome-fragment	2.06	HMM-based (lower-bound)	0.0	1.0	
raw-080913-2_rerun_bin_21_k141_1340136	2500	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
cn_080913_2_rerun_000000000669	9459	No	NA	22	5	0	Low-quality	Genome-fragment	18.31	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000177	7180	Yes	6258	6	4	1	Low-quality	Genome-fragment	12.37	AAI-based (high-confidence)	12.84	1.0	
080913_2_rerun_k141_249167	3517	No	NA	5	1	0	Low-quality	Genome-fragment	0.62	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_685305	3455	No	NA	4	2	0	Low-quality	Genome-fragment	4.81	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_249220	6846	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000298	22590	No	NA	29	0	8	Low-quality	Genome-fragment	38.03	AAI-based (medium-confidence)	0.0	1.03	no viral genes detected
cn_080913_2_rerun_000000000793	5813	No	NA	7	4	0	Low-quality	Genome-fragment	11.93	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_3076814	3341	No	NA	2	0	0	Low-quality	Genome-fragment	1.61	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
raw-080913-2_rerun_bin_131_k141_2423859	3076	No	NA	3	2	0	Low-quality	Genome-fragment	8.65	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_31558	5094	No	NA	6	1	0	Low-quality	Genome-fragment	2.85	HMM-based (lower-bound)	0.0	1.01	
cn_080913_2_rerun_000000000751	8104	No	NA	15	2	0	Low-quality	Genome-fragment	20.26	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000056	7200	No	NA	10	2	0	Low-quality	Genome-fragment	7.24	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1771430	3754	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000200	7993	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000209	7831	No	NA	17	7	1	Low-quality	Genome-fragment	22.43	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_3077876	4412	No	NA	4	2	0	Low-quality	Genome-fragment	12.16	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_3295173	3626	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000138	5916	No	NA	7	6	0	Low-quality	Genome-fragment	12.21	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1556666	2820	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1990662	3590	No	NA	9	1	0	Low-quality	Genome-fragment	6.53	AAI-based (medium-confidence)	0.0	1.02	
080913_2_rerun_k141_1556841	3328	No	NA	5	3	0	Low-quality	Genome-fragment	7.87	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1556845	2687	No	NA	3	3	0	Low-quality	Genome-fragment	4.35	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1343188	2894	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
080913_2_rerun_k141_2425989	8341	No	NA	3	1	0	Low-quality	Genome-fragment	6.58	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000120	18660	No	NA	31	1	0	Low-quality	Genome-fragment	12.0	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_906910	3086	No	NA	4	1	0	Low-quality	Genome-fragment	2.53	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2209956	2599	No	NA	7	2	0	Low-quality	Genome-fragment	5.81	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_472170	4339	No	NA	9	5	0	Low-quality	Genome-fragment	7.64	AAI-based (medium-confidence)	0.0	1.0	
raw-080913-2_rerun_bin_119_k141_1991420	4377	No	NA	5	1	0	Low-quality	Genome-fragment	8.25	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_472336	2592	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3080093	2836	No	NA	4	3	0	Low-quality	Genome-fragment	7.56	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_2426856	2986	No	NA	7	3	0	Low-quality	Genome-fragment	7.22	AAI-based (high-confidence)	0.0	1.0	
raw-080813-7-mc_raw-080813-7-mc_bin_2_k141_1557693	3332	No	NA	4	0	0	Low-quality	Genome-fragment	2.85	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2426886	3173	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1557721	2565	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_907324	4021	No	NA	3	3	0	Low-quality	Genome-fragment	5.99	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000123	17705	No	NA	19	15	0	Low-quality	Genome-fragment	40.08	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2861899	4174	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.04	no viral genes detected
080913_2_rerun_k141_1558134	2635	No	NA	4	3	0	Low-quality	Genome-fragment	4.25	HMM-based (lower-bound)	0.0	1.0	
raw-080813-7-mc_raw-080813-7-mc_bin_2_k141_1558148	2903	No	NA	7	2	0	Low-quality	Genome-fragment	5.92	AAI-based (high-confidence)	0.0	1.02	
080913_2_rerun_k141_1558182	21099	Yes	15685	27	13	2	Low-quality	Genome-fragment	33.66	AAI-based (high-confidence)	25.66	1.0	
cn_080913_2_rerun_000000000025	7011	No	NA	10	6	0	Low-quality	Genome-fragment	14.52	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_907944	12342	No	NA	22	2	0	Low-quality	Genome-fragment	15.06	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1558680	3374	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
080913_2_rerun_k141_253785	2552	No	NA	3	2	0	Low-quality	Genome-fragment	4.13	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_3081372	2803	No	NA	5	5	0	Low-quality	Genome-fragment	6.72	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_35298	3597	No	NA	5	4	0	Low-quality	Genome-fragment	9.62	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000148	8159	No	NA	15	1	0	Low-quality	Genome-fragment	17.49	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000103	6401	No	NA	12	10	0	Low-quality	Genome-fragment	12.64	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000713	6808	No	NA	13	3	0	Low-quality	Genome-fragment	13.35	HMM-based (lower-bound)	0.0	1.0	
